CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H6_Flag,H7_Vaccination policy,H7_Flag,H8_Protection of elderly people,H8_Flag,M1_Wildcard,V1_Vaccine Prioritisation (summary),V2A_Vaccine Availability (summary),V2B_Vaccine age eligibility/availability age floor (general population summary),V2C_Vaccine age eligibility/availability age floor (at risk summary),V2D_Medically/ clinically vulnerable (Non-elderly),V2E_Education,V2F_Frontline workers  (non healthcare),V2G_Frontline workers  (healthcare),V3_Vaccine Financial Support (summary),ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay,date
Ecuador,ECU,,,NAT_TOTAL,20200111,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-11
Ecuador,ECU,,,NAT_TOTAL,20200112,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-12
Ecuador,ECU,,,NAT_TOTAL,20200113,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-13
Ecuador,ECU,,,NAT_TOTAL,20200114,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14
Ecuador,ECU,,,NAT_TOTAL,20200115,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-15
Ecuador,ECU,,,NAT_TOTAL,20200116,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-16
Ecuador,ECU,,,NAT_TOTAL,20200117,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-17
Ecuador,ECU,,,NAT_TOTAL,20200118,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-18
Ecuador,ECU,,,NAT_TOTAL,20200119,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-19
Ecuador,ECU,,,NAT_TOTAL,20200120,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-20
Ecuador,ECU,,,NAT_TOTAL,20200121,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-21
Ecuador,ECU,,,NAT_TOTAL,20200122,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-22
Ecuador,ECU,,,NAT_TOTAL,20200123,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-23
Ecuador,ECU,,,NAT_TOTAL,20200124,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-24
Ecuador,ECU,,,NAT_TOTAL,20200125,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-25
Ecuador,ECU,,,NAT_TOTAL,20200126,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-01-26
Ecuador,ECU,,,NAT_TOTAL,20200127,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-01-27
Ecuador,ECU,,,NAT_TOTAL,20200128,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-01-28
Ecuador,ECU,,,NAT_TOTAL,20200129,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-01-29
Ecuador,ECU,,,NAT_TOTAL,20200130,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-01-30
Ecuador,ECU,,,NAT_TOTAL,20200131,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-01-31
Ecuador,ECU,,,NAT_TOTAL,20200201,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-02-01
Ecuador,ECU,,,NAT_TOTAL,20200202,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-02-02
Ecuador,ECU,,,NAT_TOTAL,20200203,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-02-03
Ecuador,ECU,,,NAT_TOTAL,20200204,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-02-04
Ecuador,ECU,,,NAT_TOTAL,20200205,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-02-05
Ecuador,ECU,,,NAT_TOTAL,20200206,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-02-06
Ecuador,ECU,,,NAT_TOTAL,20200207,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-02-07
Ecuador,ECU,,,NAT_TOTAL,20200208,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-02-08
Ecuador,ECU,,,NAT_TOTAL,20200209,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-02-09
Ecuador,ECU,,,NAT_TOTAL,20200210,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-02-10
Ecuador,ECU,,,NAT_TOTAL,20200211,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-02-11
Ecuador,ECU,,,NAT_TOTAL,20200212,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-02-12
Ecuador,ECU,,,NAT_TOTAL,20200213,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-02-13
Ecuador,ECU,,,NAT_TOTAL,20200214,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-02-14
Ecuador,ECU,,,NAT_TOTAL,20200215,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-02-15
Ecuador,ECU,,,NAT_TOTAL,20200216,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-02-16
Ecuador,ECU,,,NAT_TOTAL,20200217,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-02-17
Ecuador,ECU,,,NAT_TOTAL,20200218,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-02-18
Ecuador,ECU,,,NAT_TOTAL,20200219,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-02-19
Ecuador,ECU,,,NAT_TOTAL,20200220,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-02-20
Ecuador,ECU,,,NAT_TOTAL,20200221,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-02-21
Ecuador,ECU,,,NAT_TOTAL,20200222,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-02-22
Ecuador,ECU,,,NAT_TOTAL,20200223,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-02-23
Ecuador,ECU,,,NAT_TOTAL,20200224,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-02-24
Ecuador,ECU,,,NAT_TOTAL,20200225,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-02-25
Ecuador,ECU,,,NAT_TOTAL,20200226,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-02-26
Ecuador,ECU,,,NAT_TOTAL,20200227,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-02-27
Ecuador,ECU,,,NAT_TOTAL,20200228,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-02-28
Ecuador,ECU,,,NAT_TOTAL,20200229,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-02-29
Ecuador,ECU,,,NAT_TOTAL,20200301,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,6.0,0.0,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.0,0.0,2020-03-01
Ecuador,ECU,,,NAT_TOTAL,20200302,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,6.0,0.0,8.33,8.33,13.1,13.1,4.69,4.69,5.36,5.36,0.0,0.0,2020-03-02
Ecuador,ECU,,,NAT_TOTAL,20200303,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,7.0,0.0,8.33,8.33,13.1,13.1,4.69,4.69,5.36,5.36,0.0,0.0,2020-03-03
Ecuador,ECU,,,NAT_TOTAL,20200304,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,10.0,0.0,8.33,8.33,13.1,13.1,4.69,4.69,5.36,5.36,0.0,0.0,2020-03-04
Ecuador,ECU,,,NAT_TOTAL,20200305,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,13.0,0.0,8.33,8.33,13.1,13.1,4.69,4.69,5.36,5.36,0.0,0.0,2020-03-05
